total_saved,gc_saved,trie_atten_saved,time_took
1135,228,907,"[1751543285.5410008, 1751543285.6296837, 1751543285.6309566, 1751543285.7974393, 1751543285.8849945, 1751543285.9757836, 1751543286.0661721, 1751543286.1566243, 1751543286.2480397, 1751543286.3412442, 1751543286.4308693, 1751543286.5213385, 1751543286.614534, 1751543286.7034404, 1751543286.7954013, 1751543286.8880224, 1751543286.978474, 1751543287.0689962, 1751543287.1593385, 1751543287.2509809, 1751543287.341195, 1751543287.432652, 1751543287.5256517, 1751543287.6171064, 1751543287.707952, 1751543287.8004394, 1751543287.8901746, 1751543287.9811323, 1751543288.070377, 1751543288.1602879, 1751543288.2542973, 1751543288.34792, 1751543288.442696, 1751543288.5383446, 1751543288.6297743, 1751543288.7221463, 1751543288.8142788, 1751543288.9101148, 1751543289.0042074, 1751543289.0976539, 1751543289.1942923, 1751543289.2884307, 1751543289.3865669, 1751543289.4823172, 1751543289.5790713, 1751543289.6751401, 1751543289.7676766]"
1159,99,1060,"[1751543290.1423905, 1751543290.255942, 1751543290.2568524, 1751543290.3904738, 1751543290.4796143, 1751543290.5705426, 1751543290.6658802, 1751543290.7581627, 1751543290.8489523, 1751543290.937507, 1751543291.0262022, 1751543291.1187203, 1751543291.2093568, 1751543291.3005805, 1751543291.3906517, 1751543291.4828892, 1751543291.574165, 1751543291.6646714, 1751543291.754795]"
1151,90,1061,"[1751543292.1148498, 1751543292.2695, 1751543292.270985, 1751543292.3614926, 1751543292.4498606, 1751543292.5403874, 1751543292.6315858, 1751543292.7235794, 1751543292.8152337, 1751543292.9071763, 1751543292.9974635, 1751543293.088366, 1751543293.1796408, 1751543293.2701275, 1751543293.3613634, 1751543293.451671, 1751543293.5439641, 1751543293.6336207, 1751543293.725392, 1751543293.8150978, 1751543293.9101725, 1751543293.995162, 1751543294.0863864]"
1327,138,1189,"[1751543294.457084, 1751543294.5571802, 1751543294.5582976, 1751543294.765933, 1751543294.8549223, 1751543294.945705, 1751543295.0386174, 1751543295.1302936, 1751543295.220101, 1751543295.3121896, 1751543295.4024024, 1751543295.4936888, 1751543295.585035, 1751543295.6756773, 1751543295.7667634, 1751543295.8574855, 1751543295.948886, 1751543296.0397947, 1751543296.129272, 1751543296.2211192, 1751543296.3108196, 1751543296.40408, 1751543296.4939058, 1751543296.5849593, 1751543296.6752667, 1751543296.767256]"
2103,290,1813,"[1751543297.1363413, 1751543297.2661986, 1751543297.2673235, 1751543297.4785845, 1751543297.565538, 1751543297.6557393, 1751543297.7465265, 1751543297.8385346, 1751543297.9296238, 1751543298.022254, 1751543298.110331, 1751543298.2151048, 1751543298.3030531, 1751543298.3945227, 1751543298.4853268, 1751543298.5770452, 1751543298.6691775, 1751543298.7592306, 1751543298.850755, 1751543298.9424977, 1751543299.034456, 1751543299.1270175, 1751543299.2170165, 1751543299.308855, 1751543299.3996067, 1751543299.4907782, 1751543299.5820303, 1751543299.6725266, 1751543299.7625294, 1751543299.8541908, 1751543299.9445045, 1751543300.0397258, 1751543300.1323853, 1751543300.227596, 1751543300.330243, 1751543300.42011, 1751543300.5107453, 1751543300.6047204, 1751543300.6995518, 1751543300.7933052, 1751543300.8874784, 1751543300.9832962, 1751543301.095098, 1751543301.1886206, 1751543301.280001, 1751543301.3742266, 1751543301.470607, 1751543301.5681016, 1751543301.6634462, 1751543301.7588081, 1751543301.8553069, 1751543301.9526045, 1751543302.0484204, 1751543302.1470723, 1751543302.2477603, 1751543302.3501997, 1751543302.4487731, 1751543302.54644, 1751543302.6443017, 1751543302.7438986, 1751543302.8454998, 1751543302.947584, 1751543303.0469072, 1751543303.148731, 1751543303.2481976, 1751543303.3517628, 1751543303.4467747, 1751543303.5451047, 1751543303.6446004, 1751543303.7458553, 1751543303.8482249, 1751543303.9478998, 1751543304.0488389, 1751543304.1508017, 1751543304.2518065, 1751543304.3551617, 1751543304.4560635, 1751543304.554995, 1751543304.6573243, 1751543304.759486, 1751543304.861422, 1751543304.9616156]"
1679,238,1441,"[1751543305.3619819, 1751543305.472894, 1751543305.474105, 1751543305.6622279, 1751543305.756638, 1751543305.849009, 1751543305.9374518, 1751543306.0299945, 1751543306.1203856, 1751543306.2137132, 1751543306.3036125, 1751543306.394547, 1751543306.4861453, 1751543306.5773926, 1751543306.6660576, 1751543306.7585871, 1751543306.8503222, 1751543306.941091, 1751543307.0319397, 1751543307.1232111, 1751543307.2140205, 1751543307.3057976, 1751543307.3959532, 1751543307.4868667, 1751543307.5771835, 1751543307.6693888, 1751543307.7619913, 1751543307.8512094, 1751543307.941713, 1751543308.0325325, 1751543308.1224804, 1751543308.2149873, 1751543308.3054597, 1751543308.3950884, 1751543308.486308, 1751543308.576176, 1751543308.6687968, 1751543308.7599788, 1751543308.8501766, 1751543308.9484012, 1751543309.0422442, 1751543309.1349685, 1751543309.229559, 1751543309.324641, 1751543309.4207919, 1751543309.5167212, 1751543309.6095033, 1751543309.7070596, 1751543309.80772, 1751543309.9085395, 1751543310.0084455, 1751543310.107246]"
1103,109,994,"[1751543310.5060744, 1751543310.6010478, 1751543310.6019747, 1751543310.7674644, 1751543310.8599799, 1751543310.9491997, 1751543311.0394645, 1751543311.129907, 1751543311.2222707, 1751543311.3169956, 1751543311.4055274, 1751543311.495943, 1751543311.5875347, 1751543311.678441, 1751543311.7699716, 1751543311.8605328, 1751543311.9511409, 1751543312.0422192, 1751543312.1341977, 1751543312.2248445, 1751543312.3164144, 1751543312.4076629, 1751543312.4982712, 1751543312.5897024]"
1327,134,1193,"[1751543312.9771903, 1751543313.0824568, 1751543313.0836678, 1751543313.280775, 1751543313.36943, 1751543313.4602008, 1751543313.5513303, 1751543313.6388075, 1751543313.731194, 1751543313.822813, 1751543313.9096246, 1751543313.9963381, 1751543314.085773, 1751543314.1775188, 1751543314.2683816, 1751543314.3589723, 1751543314.451941, 1751543314.5434587, 1751543314.6304924, 1751543314.7239983, 1751543314.8160367, 1751543314.9070537]"
2215,149,2066,"[1751543315.3067272, 1751543315.4303222, 1751543315.431512, 1751543315.714637, 1751543315.805349, 1751543315.895843, 1751543315.9856598, 1751543316.0753367, 1751543316.1609251, 1751543316.2497687, 1751543316.341132, 1751543316.4329631, 1751543316.5245986, 1751543316.616222, 1751543316.7066321, 1751543316.7978053, 1751543316.8889556, 1751543316.9786994, 1751543317.0673473, 1751543317.1562777, 1751543317.2498465, 1751543317.3446639, 1751543317.43494, 1751543317.5267, 1751543317.6161854, 1751543317.7081323, 1751543317.8006518, 1751543317.8903782, 1751543317.9812155, 1751543318.0718033, 1751543318.1655242, 1751543318.2555494, 1751543318.3461185, 1751543318.4377167, 1751543318.5280097]"
3247,331,2916,"[1751543318.9221933, 1751543319.027616, 1751543319.0288336, 1751543319.4703574, 1751543319.5571046, 1751543319.6495345, 1751543319.7375255, 1751543319.8260283, 1751543319.9125984, 1751543320.0029123, 1751543320.093664, 1751543320.185222, 1751543320.2764275, 1751543320.3678193, 1751543320.4569762, 1751543320.5443966, 1751543320.6314242, 1751543320.7211075, 1751543320.8126245, 1751543320.9044907, 1751543320.9945405, 1751543321.0865219, 1751543321.175624, 1751543321.267827, 1751543321.3594599, 1751543321.451678, 1751543321.5416276, 1751543321.633023, 1751543321.7424824, 1751543321.8350956, 1751543321.9257317, 1751543322.0187092, 1751543322.1123335, 1751543322.2080126, 1751543322.2991612, 1751543322.391443, 1751543322.4856088, 1751543322.5789266, 1751543322.6728714, 1751543322.767453, 1751543322.8627825, 1751543322.9588525, 1751543323.054835, 1751543323.1482506, 1751543323.2435415, 1751543323.3394432, 1751543323.4360857, 1751543323.5316014, 1751543323.6302698, 1751543323.7291002, 1751543323.8254564, 1751543323.9259815, 1751543324.0255644, 1751543324.1275833, 1751543324.2284472, 1751543324.3301013, 1751543324.4275632, 1751543324.5336185, 1751543324.6343374, 1751543324.73526, 1751543324.8364615, 1751543324.9368725]"
2111,222,1889,"[1751543325.3105786, 1751543325.431731, 1751543325.4329157, 1751543325.691556, 1751543325.7758338, 1751543325.867014, 1751543325.9583302, 1751543326.050096, 1751543326.1410565, 1751543326.2329378, 1751543326.32368, 1751543326.414667, 1751543326.5061111, 1751543326.5968108, 1751543326.6885202, 1751543326.779764, 1751543326.871714, 1751543326.9620903, 1751543327.0528924, 1751543327.1442835, 1751543327.2349656, 1751543327.3259723, 1751543327.4152694, 1751543327.5077987, 1751543327.5980473, 1751543327.6878638, 1751543327.7805314, 1751543327.8704839, 1751543327.9621282, 1751543328.0536182, 1751543328.1480248, 1751543328.2427561, 1751543328.3361096, 1751543328.4280403, 1751543328.539625, 1751543328.6301053, 1751543328.7270103, 1751543328.82227, 1751543328.9162912, 1751543329.0119076, 1751543329.10672, 1751543329.2048545, 1751543329.301138, 1751543329.3973215, 1751543329.4955862, 1751543329.598485, 1751543329.7003086, 1751543329.8009424, 1751543329.9007292, 1751543330.0028126, 1751543330.1037846, 1751543330.2029548, 1751543330.308825, 1751543330.4066305, 1751543330.5079637, 1751543330.6079755, 1751543330.7051063, 1751543330.8034117, 1751543330.9037879, 1751543331.0047224, 1751543331.1025336, 1751543331.1968856, 1751543331.291743, 1751543331.3873136, 1751543331.4890633, 1751543331.5913277, 1751543331.6933258]"
1623,227,1396,"[1751543332.0826344, 1751543332.1944852, 1751543332.1958728, 1751543332.3761473, 1751543332.4672759, 1751543332.5554197, 1751543332.6439335, 1751543332.7350147, 1751543332.8256512, 1751543332.9169905, 1751543333.0078309, 1751543333.0987535, 1751543333.1896896, 1751543333.280515, 1751543333.3709435, 1751543333.463007, 1751543333.5550184, 1751543333.6459634, 1751543333.7363079, 1751543333.8277807, 1751543333.9187596, 1751543334.00969, 1751543334.1001604, 1751543334.1922312, 1751543334.2827463, 1751543334.3754616, 1751543334.4667265, 1751543334.5573454, 1751543334.6485798, 1751543334.7401264, 1751543334.8311505, 1751543334.9222908, 1751543335.0136976, 1751543335.1049442, 1751543335.1955283, 1751543335.2883086, 1751543335.3838913, 1751543335.4784985, 1751543335.5707512, 1751543335.6634903, 1751543335.7581937, 1751543335.8558607, 1751543335.948707, 1751543336.0623274, 1751543336.1565123, 1751543336.2499082, 1751543336.3447719]"
1823,297,1526,"[1751543336.7161636, 1751543336.8262923, 1751543336.827724, 1751543337.01672, 1751543337.1047692, 1751543337.1968462, 1751543337.2854502, 1751543337.3763196, 1751543337.466196, 1751543337.5593245, 1751543337.6507275, 1751543337.7418132, 1751543337.8332324, 1751543337.9246104, 1751543338.0158162, 1751543338.1060207, 1751543338.1976712, 1751543338.2892823, 1751543338.3793805, 1751543338.472715, 1751543338.5612292, 1751543338.6521142, 1751543338.7431533, 1751543338.8346298, 1751543338.9271343, 1751543339.0167031, 1751543339.1063402, 1751543339.197785, 1751543339.289352, 1751543339.3825517, 1751543339.4734485, 1751543339.5659494, 1751543339.660636, 1751543339.755038, 1751543339.8476665, 1751543339.9456677, 1751543340.0374863, 1751543340.1310937, 1751543340.2210217, 1751543340.317969, 1751543340.426273, 1751543340.521201, 1751543340.6172931, 1751543340.7137144, 1751543340.8130095, 1751543340.910658, 1751543341.0052698, 1751543341.1030679, 1751543341.198262, 1751543341.298394, 1751543341.3985329, 1751543341.4999523, 1751543341.6002014, 1751543341.7022128, 1751543341.8011324, 1751543341.8987572, 1751543341.9959733, 1751543342.0968053, 1751543342.197255, 1751543342.30024, 1751543342.3996084, 1751543342.5000825, 1751543342.6014197, 1751543342.7036116, 1751543342.8052702, 1751543342.90656, 1751543343.0084147, 1751543343.1090977, 1751543343.210078, 1751543343.3121552, 1751543343.4143994, 1751543343.5149074, 1751543343.6161437, 1751543343.7180588, 1751543343.820962]"
2287,157,2130,"[1751543344.213296, 1751543344.3093488, 1751543344.3105454, 1751543344.6692333, 1751543344.7590275, 1751543344.8500676, 1751543344.9404433, 1751543345.032092, 1751543345.122712, 1751543345.2120802, 1751543345.3032148, 1751543345.3958151, 1751543345.4870245, 1751543345.5777903, 1751543345.672605, 1751543345.7708752, 1751543345.8620958, 1751543345.9525979, 1751543346.043128, 1751543346.1326275, 1751543346.2194664, 1751543346.3140364, 1751543346.408163, 1751543346.4994264]"
1927,265,1662,"[1751543346.8804276, 1751543347.0019236, 1751543347.0031202, 1751543347.2129848, 1751543347.3045695, 1751543347.3969846, 1751543347.4862225, 1751543347.577768, 1751543347.6683195, 1751543347.758351, 1751543347.849216, 1751543347.9420922, 1751543348.0329866, 1751543348.1237543, 1751543348.2148252, 1751543348.3044739, 1751543348.3968048, 1751543348.4883702, 1751543348.5787816, 1751543348.6702578, 1751543348.760772, 1751543348.85215, 1751543348.9432862, 1751543349.0354512, 1751543349.1253266, 1751543349.216658, 1751543349.3067262, 1751543349.398151, 1751543349.4882493, 1751543349.5795825, 1751543349.6716816, 1751543349.7647781, 1751543349.8602157, 1751543349.9537103, 1751543350.0440557, 1751543350.1363342, 1751543350.226481, 1751543350.3195705, 1751543350.4169168, 1751543350.5117817, 1751543350.6078978, 1751543350.705599, 1751543350.7993166, 1751543350.8905478, 1751543350.9841907, 1751543351.0817788, 1751543351.179989, 1751543351.2760592, 1751543351.3752704, 1751543351.4762604, 1751543351.578813, 1751543351.678553]"
2119,213,1906,"[1751543352.0818117, 1751543352.202373, 1751543352.2035763, 1751543352.4625597, 1751543352.5494332, 1751543352.6580875, 1751543352.7468853, 1751543352.8407152, 1751543352.9323864, 1751543353.018748, 1751543353.1049268, 1751543353.1964705, 1751543353.2867684, 1751543353.3782094, 1751543353.469449, 1751543353.5604215, 1751543353.6519787, 1751543353.7429206, 1751543353.8330758, 1751543353.9242983, 1751543354.014088, 1751543354.1064894, 1751543354.1978004, 1751543354.2888026, 1751543354.3792558, 1751543354.4716358, 1751543354.5610495, 1751543354.6523733, 1751543354.742876, 1751543354.8345506, 1751543354.9263442, 1751543355.0168781, 1751543355.1107857, 1751543355.2052908, 1751543355.2986083, 1751543355.391953, 1751543355.4845207, 1751543355.580138, 1751543355.6741066, 1751543355.768426]"
1847,371,1476,"[1751543356.1419535, 1751543356.2316647, 1751543356.2323022, 1751543356.3919437, 1751543356.4809542, 1751543356.5715182, 1751543356.6621218, 1751543356.751949, 1751543356.8460577, 1751543356.9391026, 1751543357.0278227, 1751543357.1150455, 1751543357.2086728, 1751543357.3003259, 1751543357.3920946, 1751543357.4843395, 1751543357.576706, 1751543357.6664877, 1751543357.7570422, 1751543357.8478694, 1751543357.938868, 1751543358.0309942, 1751543358.1225498, 1751543358.2097225, 1751543358.3020368, 1751543358.394354, 1751543358.4879925, 1751543358.5778408, 1751543358.6662166, 1751543358.7562711, 1751543358.848212, 1751543358.9404252, 1751543359.032887, 1751543359.1319642, 1751543359.223279, 1751543359.3143651, 1751543359.4061494, 1751543359.4963577, 1751543359.5877087, 1751543359.6803098, 1751543359.7754045, 1751543359.8724647, 1751543359.9660249, 1751543360.0622613, 1751543360.1601784, 1751543360.2613258, 1751543360.3663507, 1751543360.464065, 1751543360.5618465, 1751543360.6583328, 1751543360.7588766, 1751543360.8612678, 1751543360.9596686, 1751543361.0621293, 1751543361.1582348, 1751543361.2540278, 1751543361.3549855, 1751543361.4522407, 1751543361.5473926, 1751543361.6432376, 1751543361.7423584, 1751543361.841885, 1751543361.9427629, 1751543362.0417876, 1751543362.1432276, 1751543362.2474422, 1751543362.347443, 1751543362.4480653, 1751543362.5502396, 1751543362.6507344, 1751543362.7529135, 1751543362.8544164, 1751543362.9529495, 1751543363.0549896, 1751543363.1570456, 1751543363.2599127, 1751543363.3603563, 1751543363.461465, 1751543363.5622652, 1751543363.6633852, 1751543363.7656953, 1751543363.864406, 1751543363.9665325, 1751543364.0675046, 1751543364.169159, 1751543364.2708912, 1751543364.372192, 1751543364.4729927, 1751543364.5720956, 1751543364.674293, 1751543364.7771766, 1751543364.8771813, 1751543364.977261, 1751543365.0794587, 1751543365.1807384, 1751543365.2838871, 1751543365.3862703, 1751543365.4962854, 1751543365.598895, 1751543365.7041993, 1751543365.807747, 1751543365.915532, 1751543366.0219357, 1751543366.1276796, 1751543366.236053, 1751543366.3413594, 1751543366.4500675, 1751543366.553717, 1751543366.6594596, 1751543366.7651103, 1751543366.875357, 1751543366.982799, 1751543367.094224, 1751543367.200719, 1751543367.3109345, 1751543367.4231305, 1751543367.5337203, 1751543367.6387382, 1751543367.7470236, 1751543367.856281]"
1575,63,1512,"[1751543368.266486, 1751543368.3695943, 1751543368.3707747, 1751543368.6038117, 1751543368.6964583, 1751543368.787266, 1751543368.8779302, 1751543368.969686, 1751543369.060379, 1751543369.1515388, 1751543369.2429929, 1751543369.3345957, 1751543369.426219, 1751543369.5169284, 1751543369.6071088, 1751543369.6983025, 1751543369.789356, 1751543369.8808637, 1751543369.9717984, 1751543370.0633364, 1751543370.1540208, 1751543370.2432077, 1751543370.334684]"
1311,130,1181,"[1751543370.7120361, 1751543370.8243775, 1751543370.8254125, 1751543371.0063066, 1751543371.0940714, 1751543371.18498, 1751543371.2769558, 1751543371.3680193, 1751543371.4583313, 1751543371.5499558, 1751543371.6410885, 1751543371.7326276, 1751543371.8254209, 1751543371.9154646, 1751543372.0048926, 1751543372.0966082, 1751543372.1862867, 1751543372.278966, 1751543372.3693883, 1751543372.4609892, 1751543372.551445, 1751543372.6430132]"
3183,363,2820,"[1751543373.0812824, 1751543373.1761012, 1751543373.1770215, 1751543373.6234536, 1751543373.7129924, 1751543373.800824, 1751543373.8868937, 1751543373.9765236, 1751543374.0659692, 1751543374.1576917, 1751543374.2487848, 1751543374.339934, 1751543374.431072, 1751543374.5226972, 1751543374.6113536, 1751543374.703237, 1751543374.7940207, 1751543374.8846843, 1751543375.035479, 1751543375.127435, 1751543375.2186806, 1751543375.31138, 1751543375.4019914, 1751543375.4926367, 1751543375.5839837, 1751543375.6831803, 1751543375.780108, 1751543375.8786016, 1751543375.9685845, 1751543376.0730941, 1751543376.1622326, 1751543376.2560086, 1751543376.3496623, 1751543376.4446247, 1751543376.5354269, 1751543376.62643, 1751543376.719494, 1751543376.814109, 1751543376.9079442, 1751543376.9980512, 1751543377.0955029, 1751543377.1912787, 1751543377.2845662, 1751543377.3763056, 1751543377.4718072, 1751543377.5668309, 1751543377.665564, 1751543377.7598295, 1751543377.853329, 1751543377.9493525, 1751543378.0486798, 1751543378.1501484, 1751543378.244863, 1751543378.34289, 1751543378.4436743, 1751543378.5451944, 1751543378.6430893, 1751543378.738168, 1751543378.8367288, 1751543378.9326544, 1751543379.0313206, 1751543379.134145, 1751543379.2333949, 1751543379.3349533, 1751543379.43694, 1751543379.5377786, 1751543379.6404006]"
1551,117,1434,"[1751543380.0348687, 1751543380.1441035, 1751543380.1453023, 1751543380.3776608, 1751543380.4703913, 1751543380.5604484, 1751543380.6503742, 1751543380.7428784, 1751543380.8325255, 1751543380.9243789, 1751543381.0135326, 1751543381.1057506, 1751543381.1968713, 1751543381.2880898, 1751543381.3790197, 1751543381.4707508, 1751543381.5617385, 1751543381.6516004, 1751543381.7430348, 1751543381.83509, 1751543381.925782, 1751543382.0182152, 1751543382.1079996]"
1535,187,1348,"[1751543382.5004592, 1751543382.618953, 1751543382.620416, 1751543382.7967963, 1751543382.886842, 1751543382.978623, 1751543383.0676894, 1751543383.159183, 1751543383.2492003, 1751543383.3418448, 1751543383.431866, 1751543383.523132, 1751543383.61383, 1751543383.7034764, 1751543383.7955375, 1751543383.887619, 1751543383.9790568, 1751543384.0704937, 1751543384.1610916, 1751543384.2526865, 1751543384.3429248, 1751543384.434181, 1751543384.5232704, 1751543384.6158035, 1751543384.7069442, 1751543384.7989273, 1751543384.8893409, 1751543384.9806256, 1751543385.0716603, 1751543385.1630688, 1751543385.2536974, 1751543385.3469484, 1751543385.4425428, 1751543385.5368197, 1751543385.6285677, 1751543385.7226017, 1751543385.8180542, 1751543385.9115584, 1751543386.0083258]"
3607,994,2613,"[1751543386.4131286, 1751543386.5116935, 1751543386.512461, 1751543386.8610213, 1751543386.9467926, 1751543387.034222, 1751543387.1237044, 1751543387.2148964, 1751543387.3057966, 1751543387.397957, 1751543387.4884388, 1751543387.578762, 1751543387.6710377, 1751543387.761479, 1751543387.85054, 1751543387.9404063, 1751543388.028753, 1751543388.1158457, 1751543388.206472, 1751543388.297532, 1751543388.3882775, 1751543388.4809418, 1751543388.5704083, 1751543388.6620677, 1751543388.7531502, 1751543388.843398, 1751543388.933972, 1751543389.0270712, 1751543389.118072, 1751543389.209307, 1751543389.3010561, 1751543389.4119287, 1751543389.5033374, 1751543389.5964549, 1751543389.6871672, 1751543389.7816129, 1751543389.8775415, 1751543389.9763398, 1751543390.0702355, 1751543390.1640825, 1751543390.2648835, 1751543390.3679507, 1751543390.4627633, 1751543390.5604322, 1751543390.6554687, 1751543390.755875, 1751543390.8533041, 1751543390.9457479, 1751543391.0413494, 1751543391.1356792, 1751543391.2286034, 1751543391.3257492, 1751543391.422345, 1751543391.5240538, 1751543391.6253283, 1751543391.7282171, 1751543391.8281438, 1751543391.93013, 1751543392.0300303, 1751543392.1324704, 1751543392.2349973, 1751543392.3351789, 1751543392.4353666, 1751543392.5360765, 1751543392.6377008, 1751543392.7377462, 1751543392.839226, 1751543392.9400725, 1751543393.040487, 1751543393.1423197, 1751543393.244325, 1751543393.3446567, 1751543393.445427, 1751543393.5456696, 1751543393.646864, 1751543393.7500396, 1751543393.850188, 1751543393.9506497, 1751543394.052329, 1751543394.1537282, 1751543394.254886, 1751543394.3561907, 1751543394.477594, 1751543394.5788891, 1751543394.6797931, 1751543394.7815986, 1751543394.8821015, 1751543394.9827359, 1751543395.0842252, 1751543395.183785, 1751543395.2893457, 1751543395.3943336, 1751543395.498567, 1751543395.6041527, 1751543395.707283, 1751543395.8114896, 1751543395.915302, 1751543396.0178866, 1751543396.1235893, 1751543396.2284915, 1751543396.3352344, 1751543396.437721, 1751543396.5381124, 1751543396.6411324, 1751543396.7506416, 1751543396.8606267, 1751543396.9678893, 1751543397.073884, 1751543397.182377, 1751543397.2899997, 1751543397.3979232, 1751543397.50849, 1751543397.6198213, 1751543397.727771, 1751543397.8357735, 1751543397.9441533, 1751543398.0540624, 1751543398.1654813, 1751543398.279501, 1751543398.3888555, 1751543398.5006611, 1751543398.608329, 1751543398.7180228, 1751543398.8251123, 1751543398.935583, 1751543399.045818, 1751543399.1570745, 1751543399.2661037, 1751543399.373031, 1751543399.4810216, 1751543399.5911522, 1751543399.7016246, 1751543399.8162673, 1751543399.9280019, 1751543400.0383186, 1751543400.1498082, 1751543400.2609663, 1751543400.3720183, 1751543400.4846933, 1751543400.5948691, 1751543400.7061243, 1751543400.8171666, 1751543400.9281144, 1751543401.0405936, 1751543401.1505296, 1751543401.2619817, 1751543401.3809993, 1751543401.4943542, 1751543401.605228]"
1431,363,1068,"[1751543402.0006254, 1751543402.0947578, 1751543402.0959513, 1751543402.260112, 1751543402.3528879, 1751543402.4427147, 1751543402.5295477, 1751543402.615418, 1751543402.7059846, 1751543402.8000307, 1751543402.8923745, 1751543402.981951, 1751543403.071917, 1751543403.1632407, 1751543403.2540472, 1751543403.343915, 1751543403.4357686, 1751543403.5302966, 1751543403.6188066, 1751543403.708437, 1751543403.8001077, 1751543403.8931284, 1751543403.9846961, 1751543404.074257, 1751543404.1664772, 1751543404.2571607, 1751543404.348328, 1751543404.438325, 1751543404.529022, 1751543404.6185353, 1751543404.7285297, 1751543404.8225996, 1751543404.9138572, 1751543405.0048015, 1751543405.0965865, 1751543405.1886528, 1751543405.2824512, 1751543405.3774416, 1751543405.4711163, 1751543405.5697434, 1751543405.6690483, 1751543405.768004, 1751543405.862902, 1751543405.9601061, 1751543406.0553124, 1751543406.148397, 1751543406.2480395, 1751543406.3453517, 1751543406.4404876, 1751543406.5354805, 1751543406.6293056, 1751543406.7281373, 1751543406.823421, 1751543406.922768, 1751543407.0250392, 1751543407.1258633, 1751543407.2280226, 1751543407.3256974, 1751543407.4215145, 1751543407.5211647, 1751543407.621714, 1751543407.723423, 1751543407.8231213, 1751543407.924682, 1751543408.0270767, 1751543408.1285272]"
1071,210,861,"[1751543408.5310016, 1751543408.620859, 1751543408.6220436, 1751543408.7611792, 1751543408.8477411, 1751543408.9379733, 1751543409.0291946, 1751543409.1200798, 1751543409.210673, 1751543409.298742, 1751543409.387977, 1751543409.474829, 1751543409.5663002, 1751543409.6578805, 1751543409.7481456, 1751543409.8392308, 1751543409.9304109, 1751543410.0204573, 1751543410.1102772, 1751543410.201574, 1751543410.2947655, 1751543410.3873358, 1751543410.4772658, 1751543410.568249, 1751543410.6584938, 1751543410.7489047, 1751543410.8416574, 1751543410.9318209, 1751543411.022624, 1751543411.1138213, 1751543411.2047057, 1751543411.3020697, 1751543411.3964515, 1751543411.4886396, 1751543411.5829504, 1751543411.678177, 1751543411.7737951, 1751543411.8681207, 1751543411.9619558, 1751543412.0581026, 1751543412.1527696, 1751543412.2484415, 1751543412.344912, 1751543412.4398456, 1751543412.5354936, 1751543412.63038, 1751543412.7294014, 1751543412.8292437, 1751543412.9259174, 1751543413.0231056, 1751543413.1209204, 1751543413.216831, 1751543413.315488, 1751543413.4160233, 1751543413.5163713, 1751543413.618227, 1751543413.720682, 1751543413.821571]"
1423,104,1319,"[1751543414.1910613, 1751543414.2915456, 1751543414.2927537, 1751543414.5289114, 1751543414.6171288, 1751543414.710022, 1751543414.800679, 1751543414.8920028, 1751543414.979358, 1751543415.0664654, 1751543415.156209, 1751543415.2469783, 1751543415.3384516]"
967,217,750,"[1751543415.7336879, 1751543415.8248186, 1751543415.8264303, 1751543415.9587445, 1751543416.0458066, 1751543416.1380641, 1751543416.2269738, 1751543416.3181443, 1751543416.407849, 1751543416.4959934, 1751543416.5844004, 1751543416.673033, 1751543416.7672727, 1751543416.856148, 1751543416.9458284, 1751543417.0370665, 1751543417.1294177, 1751543417.2206225, 1751543417.311744, 1751543417.4026725, 1751543417.4936874, 1751543417.584007, 1751543417.6747966, 1751543417.7663848, 1751543417.8571904, 1751543417.9490516, 1751543418.0390306, 1751543418.1332958, 1751543418.2283242, 1751543418.3167846, 1751543418.4120722, 1751543418.504761, 1751543418.5957842, 1751543418.6877706]"
1487,94,1393,"[1751543419.0548816, 1751543419.1612034, 1751543419.16208, 1751543419.3850727, 1751543419.4764378, 1751543419.5665362, 1751543419.6571136, 1751543419.749109, 1751543419.8399854, 1751543419.931691, 1751543420.022279, 1751543420.1135585, 1751543420.2049441, 1751543420.3049474, 1751543420.3978803, 1751543420.489005, 1751543420.5800257, 1751543420.6711414, 1751543420.7623315, 1751543420.852777, 1751543420.9441438, 1751543421.0353336, 1751543421.1236238, 1751543421.212976]"
