total_saved,gc_saved,trie_atten_saved,time_took
1135,376,759,"[1751553631.3974557, 1751553631.4940224, 1751553631.4961295, 1751553631.6462893, 1751553631.735538, 1751553631.8264384, 1751553631.9164329, 1751553632.007761, 1751553632.098417, 1751553632.1913557, 1751553632.2802498, 1751553632.3726153, 1751553632.463024, 1751553632.5543728, 1751553632.644375, 1751553632.7355974, 1751553632.8252938, 1751553632.9168906, 1751553633.0069597, 1751553633.0948641, 1751553633.1878498, 1751553633.2806816, 1751553633.370723, 1751553633.4619505, 1751553633.5528693, 1751553633.6446962, 1751553633.732728, 1751553633.820874, 1751553633.9146023, 1751553634.0069573, 1751553634.0983603, 1751553634.188573, 1751553634.2792785, 1751553634.3698845, 1751553634.460744, 1751553634.5534034, 1751553634.6499052, 1751553634.7436757, 1751553634.8348668, 1751553634.9272366, 1751553635.0254877, 1751553635.1178064, 1751553635.2266288, 1751553635.319567, 1751553635.4117663, 1751553635.5061665, 1751553635.601161]"
1159,152,1007,"[1751553635.988961, 1751553636.0830462, 1751553636.0839803, 1751553636.2556007, 1751553636.3471599, 1751553636.4379702, 1751553636.5285559, 1751553636.6214015, 1751553636.711687, 1751553636.802294, 1751553636.8926408, 1751553636.9834511, 1751553637.0754101, 1751553637.166821, 1751553637.25738, 1751553637.3483815, 1751553637.4398654, 1751553637.5293205, 1751553637.6199074]"
1151,184,967,"[1751553637.9896493, 1751553638.0871909, 1751553638.087965, 1751553638.2473965, 1751553638.3343775, 1751553638.423732, 1751553638.5098517, 1751553638.6002445, 1751553638.691303, 1751553638.7824366, 1751553638.8719828, 1751553638.9634745, 1751553639.054619, 1751553639.1459057, 1751553639.236848, 1751553639.3276012, 1751553639.418085, 1751553639.5093803, 1751553639.6001618, 1751553639.691002, 1751553639.7822056, 1751553639.8727477, 1751553639.9638846]"
1327,208,1119,"[1751553640.3333118, 1751553640.4458787, 1751553640.4472816, 1751553640.660112, 1751553640.7493217, 1751553640.8397927, 1751553640.932314, 1751553641.0238264, 1751553641.1132731, 1751553641.203294, 1751553641.2901957, 1751553641.373962, 1751553641.4652426, 1751553641.5567718, 1751553641.6485424, 1751553641.7397609, 1751553641.8308651, 1751553641.9216187, 1751553642.0128355, 1751553642.1038916, 1751553642.1939547, 1751553642.2854009, 1751553642.3768082, 1751553642.4675238, 1751553642.5585418, 1751553642.650896]"
2103,656,1447,"[1751553643.0408754, 1751553643.1612792, 1751553643.1619163, 1751553643.3788261, 1751553643.4649885, 1751553643.5564027, 1751553643.6468084, 1751553643.7381637, 1751553643.8286023, 1751553643.920013, 1751553644.0101793, 1751553644.100611, 1751553644.190883, 1751553644.2819357, 1751553644.373634, 1751553644.4654014, 1751553644.5576005, 1751553644.6481442, 1751553644.7388504, 1751553644.8295844, 1751553644.9197643, 1751553645.012537, 1751553645.10391, 1751553645.1950111, 1751553645.2857325, 1751553645.377803, 1751553645.467151, 1751553645.5578952, 1751553645.6486783, 1751553645.7397726, 1751553645.8310068, 1751553645.9215312, 1751553646.0109391, 1751553646.1028445, 1751553646.2009785, 1751553646.2955828, 1751553646.3854375, 1751553646.47683, 1751553646.5677612, 1751553646.6594603, 1751553646.7512684, 1751553646.8476853, 1751553646.9412472, 1751553647.0329382, 1751553647.1237352, 1751553647.216649, 1751553647.3109975, 1751553647.4072812, 1751553647.5048544, 1751553647.6008484, 1751553647.698217, 1751553647.794868, 1751553647.8901443, 1751553647.9915872, 1751553648.0910265, 1751553648.1932135, 1751553648.2931187, 1751553648.3932743, 1751553648.5069895, 1751553648.6075575, 1751553648.7066813, 1751553648.8066, 1751553648.9008057, 1751553648.9974718, 1751553649.0955803, 1751553649.1943088, 1751553649.2948415, 1751553649.3968902, 1751553649.496391, 1751553649.5962017, 1751553649.6924877, 1751553649.7913654, 1751553649.8918197, 1751553649.9939847, 1751553650.0967948, 1751553650.1966352, 1751553650.3082824, 1751553650.4098191, 1751553650.5108554, 1751553650.6135666, 1751553650.7128239, 1751553650.8145583]"
1679,416,1263,"[1751553651.213494, 1751553651.3229034, 1751553651.3240874, 1751553651.5154977, 1751553651.6034396, 1751553651.693777, 1751553651.7830298, 1751553651.8741462, 1751553651.9647396, 1751553652.056199, 1751553652.1473308, 1751553652.2385938, 1751553652.3314457, 1751553652.4225273, 1751553652.5130365, 1751553652.6044164, 1751553652.6939697, 1751553652.7857163, 1751553652.876654, 1751553652.9681277, 1751553653.0592735, 1751553653.1513045, 1751553653.2419941, 1751553653.3325899, 1751553653.4240973, 1751553653.5163891, 1751553653.604519, 1751553653.6960576, 1751553653.7870007, 1751553653.8786364, 1751553653.9699368, 1751553654.0609288, 1751553654.1514215, 1751553654.2423897, 1751553654.3319976, 1751553654.4265823, 1751553654.5171425, 1751553654.608561, 1751553654.700672, 1751553654.7958276, 1751553654.890103, 1751553654.980791, 1751553655.0721226, 1751553655.163215, 1751553655.257195, 1751553655.3535616, 1751553655.4484034, 1751553655.5439522, 1751553655.6447222, 1751553655.741004, 1751553655.8381784, 1751553655.9522252]"
1103,192,911,"[1751553656.33929, 1751553656.43072, 1751553656.4318342, 1751553656.604771, 1751553656.6978388, 1751553656.7881863, 1751553656.8783002, 1751553656.968968, 1751553657.0606098, 1751553657.1543386, 1751553657.2417383, 1751553657.3328464, 1751553657.4244316, 1751553657.5151963, 1751553657.6065955, 1751553657.6968803, 1751553657.7891312, 1751553657.8801963, 1751553657.9698389, 1751553658.0621765, 1751553658.152712, 1751553658.2439208, 1751553658.3340688, 1751553658.4255455]"
1327,176,1151,"[1751553658.8094306, 1751553658.913407, 1751553658.9144, 1751553659.1134236, 1751553659.1962416, 1751553659.277696, 1751553659.3618171, 1751553659.4500864, 1751553659.5339441, 1751553659.6208487, 1751553659.7062716, 1751553659.797466, 1751553659.8893569, 1751553659.9802582, 1751553660.0699692, 1751553660.1573572, 1751553660.2461553, 1751553660.3284278, 1751553660.409561, 1751553660.4987147, 1751553660.5799074, 1751553660.6626194]"
2215,280,1935,"[1751553661.0309296, 1751553661.1565273, 1751553661.1579938, 1751553661.435326, 1751553661.52448, 1751553661.615315, 1751553661.7050931, 1751553661.7954645, 1751553661.886698, 1751553661.978015, 1751553662.0692477, 1751553662.160547, 1751553662.250009, 1751553662.3406618, 1751553662.428611, 1751553662.5212543, 1751553662.614173, 1751553662.7046394, 1751553662.7950163, 1751553662.8865864, 1751553662.977287, 1751553663.0685837, 1751553663.1593993, 1751553663.247154, 1751553663.3411486, 1751553663.4334779, 1751553663.5228155, 1751553663.61356, 1751553663.7045324, 1751553663.7960587, 1751553663.8876944, 1751553663.9779835, 1751553664.0688026, 1751553664.1596334, 1751553664.2513964]"
3247,496,2751,"[1751553664.6447303, 1751553664.7418268, 1751553664.7429662, 1751553665.191243, 1751553665.2793376, 1751553665.3651712, 1751553665.4501982, 1751553665.5412016, 1751553665.647239, 1751553665.7442455, 1751553665.8354127, 1751553665.9245496, 1751553666.0160398, 1751553666.1069114, 1751553666.2088432, 1751553666.298919, 1751553666.392356, 1751553666.4814274, 1751553666.5729856, 1751553666.6636083, 1751553666.7547681, 1751553666.8455162, 1751553666.936599, 1751553667.0279393, 1751553667.118789, 1751553667.2098203, 1751553667.2998612, 1751553667.3907552, 1751553667.4796405, 1751553667.5725105, 1751553667.6648593, 1751553667.756027, 1751553667.8514788, 1751553667.9456217, 1751553668.0369117, 1751553668.1283028, 1751553668.2187293, 1751553668.3066049, 1751553668.3978763, 1751553668.4873772, 1751553668.580683, 1751553668.7272189, 1751553668.8220491, 1751553668.9147732, 1751553669.0043013, 1751553669.096084, 1751553669.1889844, 1751553669.284302, 1751553669.3802774, 1751553669.4736638, 1751553669.5703666, 1751553669.667665, 1751553669.7635767, 1751553669.8620508, 1751553669.9609509, 1751553670.0572386, 1751553670.1554544, 1751553670.2520127, 1751553670.348319, 1751553670.448897, 1751553670.5486095, 1751553670.648959]"
2111,536,1575,"[1751553671.0344644, 1751553671.160369, 1751553671.1614606, 1751553671.4134097, 1751553671.5001636, 1751553671.590535, 1751553671.6805346, 1751553671.7714865, 1751553671.8620884, 1751553671.954044, 1751553672.0443757, 1751553672.1359947, 1751553672.2252562, 1751553672.3161626, 1751553672.406246, 1751553672.499225, 1751553672.5931547, 1751553672.6851807, 1751553672.772768, 1751553672.8644953, 1751553672.9553795, 1751553673.0470471, 1751553673.1377993, 1751553673.2282069, 1751553673.3193405, 1751553673.4119995, 1751553673.501235, 1751553673.5926003, 1751553673.6831322, 1751553673.7747612, 1751553673.8659267, 1751553673.956147, 1751553674.0463388, 1751553674.1371346, 1751553674.2261462, 1751553674.3199742, 1751553674.4090097, 1751553674.502229, 1751553674.5935235, 1751553674.6838493, 1751553674.773805, 1751553674.8645105, 1751553674.9546852, 1751553675.0457368, 1751553675.136618, 1751553675.2316792, 1751553675.3258367, 1751553675.4212868, 1751553675.5163913, 1751553675.611431, 1751553675.7110875, 1751553675.8102012, 1751553675.9081643, 1751553676.003933, 1751553676.104306, 1751553676.2044008, 1751553676.3015125, 1751553676.396641, 1751553676.4968498, 1751553676.5965297, 1751553676.694969, 1751553676.7908971, 1751553676.887949, 1751553676.984728, 1751553677.0839984, 1751553677.184522, 1751553677.2866125]"
1623,376,1247,"[1751553677.6794884, 1751553677.7876618, 1751553677.7888136, 1751553677.985344, 1751553678.0734265, 1751553678.1622534, 1751553678.2713954, 1751553678.3611393, 1751553678.44838, 1751553678.5382268, 1751553678.6284788, 1751553678.7192507, 1751553678.810837, 1751553678.9010494, 1751553678.9927862, 1751553679.0833766, 1751553679.175919, 1751553679.266835, 1751553679.3582625, 1751553679.449492, 1751553679.5410159, 1751553679.6314569, 1751553679.7226098, 1751553679.8130932, 1751553679.9047246, 1751553679.9942627, 1751553680.0855715, 1751553680.1781359, 1751553680.2751977, 1751553680.371583, 1751553680.45923, 1751553680.5492542, 1751553680.639904, 1751553680.7309837, 1751553680.8216677, 1751553680.91354, 1751553681.004333, 1751553681.0931835, 1751553681.1859596, 1751553681.2766006, 1751553681.3695626, 1751553681.4605181, 1751553681.5547607, 1751553681.6495626, 1751553681.7433026, 1751553681.8357399, 1751553681.9318607]"
1823,600,1223,"[1751553682.327229, 1751553682.434433, 1751553682.4356225, 1751553682.6344464, 1751553682.7231662, 1751553682.8145466, 1751553682.904022, 1751553682.994705, 1751553683.08403, 1751553683.1740782, 1751553683.265752, 1751553683.3575273, 1751553683.4490216, 1751553683.540666, 1751553683.6309211, 1751553683.722021, 1751553683.812052, 1751553683.902689, 1751553683.994657, 1751553684.0863495, 1751553684.1767964, 1751553684.26834, 1751553684.3581128, 1751553684.4503772, 1751553684.5410142, 1751553684.6326966, 1751553684.722331, 1751553684.8136127, 1751553684.904203, 1751553684.9961925, 1751553685.0867584, 1751553685.1769907, 1751553685.268015, 1751553685.3589149, 1751553685.4512424, 1751553685.5451348, 1751553685.6379414, 1751553685.731837, 1751553685.8214, 1751553685.9129684, 1751553686.005144, 1751553686.0976067, 1751553686.1924384, 1751553686.2872577, 1751553686.3846304, 1751553686.4785938, 1751553686.5717156, 1751553686.6679976, 1751553686.760946, 1751553686.856638, 1751553686.9525483, 1751553687.054178, 1751553687.1487868, 1751553687.2449763, 1751553687.344364, 1751553687.4465137, 1751553687.5435867, 1751553687.640445, 1751553687.7390163, 1751553687.84125, 1751553687.9406283, 1751553688.0428674, 1751553688.142359, 1751553688.243934, 1751553688.3444502, 1751553688.4456203, 1751553688.5426657, 1751553688.637603, 1751553688.735397, 1751553688.8332224, 1751553688.9315155, 1751553689.0330734, 1751553689.1327052, 1751553689.2341735, 1751553689.336394]"
2287,192,2095,"[1751553689.7179143, 1751553689.8221073, 1751553689.8232334, 1751553690.1702325, 1751553690.2623897, 1751553690.3548872, 1751553690.445595, 1751553690.5371153, 1751553690.6282248, 1751553690.719448, 1751553690.809735, 1751553690.9005594, 1751553690.9924662, 1751553691.0826573, 1751553691.1735048, 1751553691.2640476, 1751553691.355923, 1751553691.4456804, 1751553691.536262, 1751553691.6273565, 1751553691.7188795, 1751553691.8100538, 1751553691.900462, 1751553691.9904459]"
1927,416,1511,"[1751553692.3663778, 1751553692.4908965, 1751553692.492366, 1751553692.692602, 1751553692.77933, 1751553692.8698437, 1751553692.96004, 1751553693.0512447, 1751553693.1412315, 1751553693.233118, 1751553693.323613, 1751553693.4160714, 1751553693.506488, 1751553693.5972533, 1751553693.6870828, 1751553693.7779841, 1751553693.868642, 1751553693.9575512, 1751553694.0504422, 1751553694.1425068, 1751553694.2328064, 1751553694.3246317, 1751553694.415311, 1751553694.504087, 1751553694.5954826, 1751553694.688073, 1751553694.777358, 1751553694.8693004, 1751553694.959044, 1751553695.051589, 1751553695.143406, 1751553695.233463, 1751553695.323809, 1751553695.4147718, 1751553695.5053968, 1751553695.598449, 1751553695.69679, 1751553695.791401, 1751553695.8881903, 1751553695.9805596, 1751553696.0724065, 1751553696.1642666, 1751553696.2580848, 1751553696.3525622, 1751553696.4430082, 1751553696.5369408, 1751553696.6329703, 1751553696.7282658, 1751553696.8230977, 1751553696.9187698, 1751553697.0157838, 1751553697.1119585]"
2119,320,1799,"[1751553697.4794908, 1751553697.5994184, 1751553697.6006207, 1751553697.859701, 1751553697.948115, 1751553698.033693, 1751553698.1200817, 1751553698.2042136, 1751553698.289197, 1751553698.3782136, 1751553698.4660947, 1751553698.5557327, 1751553698.6472461, 1751553698.7377226, 1751553698.828444, 1751553698.9176743, 1751553699.008845, 1751553699.100944, 1751553699.1922398, 1751553699.282988, 1751553699.3734043, 1751553699.4649367, 1751553699.5560567, 1751553699.6461813, 1751553699.734655, 1751553699.823549, 1751553699.916688, 1751553700.0101197, 1751553700.101135, 1751553700.1920378, 1751553700.2832794, 1751553700.3738983, 1751553700.463616, 1751553700.5548522, 1751553700.645202, 1751553700.7364044, 1751553700.824089, 1751553700.9129434, 1751553701.0074198, 1751553701.100623]"
1847,960,887,"[1751553701.4867058, 1751553701.578993, 1751553701.5801873, 1751553701.742838, 1751553701.83263, 1751553701.9257278, 1751553702.0162823, 1751553702.1076512, 1751553702.200004, 1751553702.291291, 1751553702.380833, 1751553702.4713135, 1751553702.5625846, 1751553702.653471, 1751553702.743498, 1751553702.8357124, 1751553702.925484, 1751553703.0165026, 1751553703.1056948, 1751553703.1972342, 1751553703.2865357, 1751553703.3804493, 1751553703.470797, 1751553703.5620358, 1751553703.6529055, 1751553703.7450562, 1751553703.833247, 1751553703.9255872, 1751553704.0160441, 1751553704.1075103, 1751553704.198666, 1751553704.2884617, 1751553704.3792393, 1751553704.4704983, 1751553704.5609057, 1751553704.653427, 1751553704.743982, 1751553704.8355389, 1751553704.9272914, 1751553705.02192, 1751553705.116364, 1751553705.2085514, 1751553705.3009853, 1751553705.3976395, 1751553705.4901428, 1751553705.5875301, 1751553705.681487, 1751553705.7757316, 1751553705.8686996, 1751553705.9632392, 1751553706.0553818, 1751553706.1538525, 1751553706.2510355, 1751553706.3482995, 1751553706.4467452, 1751553706.548052, 1751553706.6476996, 1751553706.7491505, 1751553706.8455417, 1751553706.9388678, 1751553707.0303485, 1751553707.1360745, 1751553707.2349374, 1751553707.3360958, 1751553707.4374242, 1751553707.5379314, 1751553707.6382113, 1751553707.7398524, 1751553707.837413, 1751553707.9351382, 1751553708.0339122, 1751553708.1358907, 1751553708.235495, 1751553708.3371828, 1751553708.4388993, 1751553708.543017, 1751553708.640694, 1751553708.7417915, 1751553708.8411329, 1751553708.9437041, 1751553709.043758, 1751553709.1449828, 1751553709.2450702, 1751553709.3464482, 1751553709.4486132, 1751553709.5479453, 1751553709.6495647, 1751553709.7510526, 1751553709.8520653, 1751553709.952772, 1751553710.0537255, 1751553710.1556096, 1751553710.2607863, 1751553710.370962, 1751553710.4765208, 1751553710.5793645, 1751553710.6800628, 1751553710.7795877, 1751553710.881811, 1751553710.9826634, 1751553711.0835252, 1751553711.1862407, 1751553711.2895632, 1751553711.3925686, 1751553711.4976788, 1751553711.6008394, 1751553711.700024, 1751553711.8034708, 1751553711.9103014, 1751553712.0158653, 1751553712.1220195, 1751553712.228271, 1751553712.3339555, 1751553712.450198, 1751553712.5562913, 1751553712.665022, 1751553712.7715755, 1751553712.8798935, 1751553712.992199, 1751553713.1010687]"
1575,184,1391,"[1751553713.5008574, 1751553713.6147826, 1751553713.615969, 1751553713.8309665, 1751553713.9291599, 1751553714.0193183, 1751553714.1097224, 1751553714.199298, 1751553714.2837691, 1751553714.3754995, 1751553714.4660475, 1751553714.5580294, 1751553714.6491795, 1751553714.739565, 1751553714.8305576, 1751553714.921989, 1751553715.013387, 1751553715.1043818, 1751553715.1945019, 1751553715.2854297, 1751553715.3759322, 1751553715.4673617, 1751553715.558135]"
1311,176,1135,"[1751553715.939689, 1751553716.054859, 1751553716.0559132, 1751553716.2377326, 1751553716.3250995, 1751553716.4155347, 1751553716.5016124, 1751553716.5896547, 1751553716.6771128, 1751553716.7687624, 1751553716.8586333, 1751553716.949106, 1751553717.0409167, 1751553717.132202, 1751553717.222429, 1751553717.311868, 1751553717.403892, 1751553717.4953315, 1751553717.5860271, 1751553717.676083, 1751553717.7674274, 1751553717.8588386]"
3183,536,2647,"[1751553718.2658896, 1751553718.3640678, 1751553718.3650193, 1751553718.817966, 1751553718.9074414, 1751553718.9985428, 1751553719.0886652, 1751553719.1809874, 1751553719.2711296, 1751553719.3633237, 1751553719.4521482, 1751553719.5413423, 1751553719.630273, 1751553719.7178593, 1751553719.8073769, 1751553719.8987372, 1751553719.9907124, 1751553720.0813906, 1751553720.1722152, 1751553720.2636635, 1751553720.3543046, 1751553720.4451077, 1751553720.5317953, 1751553720.6260877, 1751553720.717911, 1751553720.8095732, 1751553720.8986197, 1751553720.990656, 1751553721.0816202, 1751553721.1684933, 1751553721.266227, 1751553721.357248, 1751553721.4486039, 1751553721.5423126, 1751553721.635151, 1751553721.7253528, 1751553721.8138335, 1751553721.9083436, 1751553721.9986272, 1751553722.0901608, 1751553722.1819568, 1751553722.2758303, 1751553722.370322, 1751553722.4640656, 1751553722.5583878, 1751553722.6547785, 1751553722.7470143, 1751553722.844778, 1751553722.941146, 1751553723.0371335, 1751553723.1347556, 1751553723.2304583, 1751553723.3295667, 1751553723.429157, 1751553723.5228665, 1751553723.6221526, 1751553723.7205777, 1751553723.8141158, 1751553723.9125934, 1751553724.0103552, 1751553724.1078677, 1751553724.2091, 1751553724.309152, 1751553724.4054565, 1751553724.5041282, 1751553724.6020331, 1751553724.7014008]"
1551,184,1367,"[1751553725.0927212, 1751553725.2072265, 1751553725.208425, 1751553725.4325023, 1751553725.5236418, 1751553725.6143363, 1751553725.7156327, 1751553725.8062792, 1751553725.8968074, 1751553725.9877534, 1751553726.0787723, 1751553726.1666296, 1751553726.2607117, 1751553726.3515651, 1751553726.4421957, 1751553726.5328221, 1751553726.6243558, 1751553726.7144387, 1751553726.8054821, 1751553726.8920767, 1751553726.9814057, 1751553727.0691042, 1751553727.1591687]"
1535,312,1223,"[1751553727.549323, 1751553727.6568415, 1751553727.6578102, 1751553727.8496232, 1751553727.935939, 1751553728.0274045, 1751553728.1173267, 1751553728.2035215, 1751553728.2896984, 1751553728.3804955, 1751553728.4708412, 1751553728.560578, 1751553728.6484137, 1751553728.7347314, 1751553728.82499, 1751553728.916587, 1751553729.0075846, 1751553729.0986683, 1751553729.1899302, 1751553729.2808535, 1751553729.3710065, 1751553729.4612126, 1751553729.5526922, 1751553729.6438038, 1751553729.7333498, 1751553729.8254786, 1751553729.9156272, 1751553730.0050066, 1751553730.0934055, 1751553730.185074, 1751553730.2789822, 1751553730.3712268, 1751553730.4616623, 1751553730.552804, 1751553730.6432865, 1751553730.7361836, 1751553730.8242607, 1751553730.9143112, 1751553731.0035558]"
3607,1192,2415,"[1751553731.3821735, 1751553731.47942, 1751553731.4805999, 1751553731.8431773, 1751553731.9351108, 1751553732.026461, 1751553732.1163964, 1751553732.20775, 1751553732.2985978, 1751553732.390481, 1751553732.4805439, 1751553732.5715697, 1751553732.6627758, 1751553732.753682, 1751553732.8440752, 1751553732.935092, 1751553733.0266383, 1751553733.114474, 1751553733.2035644, 1751553733.2916648, 1751553733.3785436, 1751553733.46952, 1751553733.5605206, 1751553733.6518168, 1751553733.74276, 1751553733.8342469, 1751553733.9234092, 1751553734.0145864, 1751553734.1042776, 1751553734.1945229, 1751553734.2849774, 1751553734.3785536, 1751553734.4691715, 1751553734.5605278, 1751553734.650694, 1751553734.7429256, 1751553734.8335698, 1751553734.925451, 1751553735.0171874, 1751553735.1110845, 1751553735.2059016, 1751553735.29887, 1751553735.3937702, 1751553735.4868917, 1751553735.5808327, 1751553735.6775088, 1751553735.7730606, 1751553735.8682356, 1751553735.9679759, 1751553736.0648127, 1751553736.1621234, 1751553736.258762, 1751553736.3538094, 1751553736.449972, 1751553736.5455537, 1751553736.6436577, 1751553736.7440538, 1751553736.8437843, 1751553736.9392734, 1751553737.0369852, 1751553737.1346576, 1751553737.2322438, 1751553737.3311174, 1751553737.4316092, 1751553737.5328887, 1751553737.6343462, 1751553737.7355814, 1751553737.8365152, 1751553737.938004, 1751553738.040243, 1751553738.1407626, 1751553738.2418442, 1751553738.3431127, 1751553738.4440658, 1751553738.5463626, 1751553738.6450946, 1751553738.746745, 1751553738.855407, 1751553738.9579337, 1751553739.058975, 1751553739.1583083, 1751553739.261261, 1751553739.3627641, 1751553739.4648683, 1751553739.5666275, 1751553739.6668687, 1751553739.7680705, 1751553739.8689177, 1751553739.9684377, 1751553740.069193, 1751553740.1732142, 1751553740.2810814, 1751553740.3868914, 1751553740.4882543, 1751553740.587994, 1751553740.6877298, 1751553740.788272, 1751553740.8921256, 1751553740.9926267, 1751553741.0916255, 1751553741.1934195, 1751553741.294662, 1751553741.3962898, 1751553741.4993715, 1751553741.6053092, 1751553741.709049, 1751553741.8127391, 1751553741.9170823, 1751553742.022452, 1751553742.1300993, 1751553742.2355118, 1751553742.342267, 1751553742.446973, 1751553742.55342, 1751553742.6601791, 1751553742.7655365, 1751553742.8750603, 1751553742.9849052, 1751553743.0907826, 1751553743.1991024, 1751553743.3097024, 1751553743.417512, 1751553743.524371, 1751553743.6341043, 1751553743.7448213, 1751553743.8587809, 1751553743.9680338, 1751553744.0797548, 1751553744.190958, 1751553744.3008146, 1751553744.4139512, 1751553744.5235074, 1751553744.6353164, 1751553744.7466056, 1751553744.857519, 1751553744.9682074, 1751553745.0791612, 1751553745.1880257, 1751553745.3001387, 1751553745.4127412, 1751553745.525743, 1751553745.6366098, 1751553745.7496, 1751553745.8569345, 1751553745.9640946, 1751553746.070642, 1751553746.1820254, 1751553746.2937274, 1751553746.4035873]"
1431,528,903,"[1751553746.819741, 1751553746.9136078, 1751553746.914811, 1751553747.0806413, 1751553747.1705174, 1751553747.2611964, 1751553747.3516521, 1751553747.4416614, 1751553747.5279968, 1751553747.6182523, 1751553747.7051363, 1751553747.7950122, 1751553747.885777, 1751553747.9733698, 1751553748.063004, 1751553748.1538684, 1751553748.2428484, 1751553748.3310902, 1751553748.4224849, 1751553748.5141704, 1751553748.6038046, 1751553748.695352, 1751553748.785964, 1751553748.8770058, 1751553748.9672668, 1751553749.0597067, 1751553749.1487346, 1751553749.2401497, 1751553749.3312883, 1751553749.4380977, 1751553749.5325315, 1751553749.6230197, 1751553749.7138867, 1751553749.8046625, 1751553749.8957548, 1751553749.9880824, 1751553750.0776193, 1751553750.1681457, 1751553750.2600486, 1751553750.351461, 1751553750.4426553, 1751553750.5343301, 1751553750.6262665, 1751553750.7215078, 1751553750.8157384, 1751553750.9145114, 1751553751.0094204, 1751553751.102784, 1751553751.1957684, 1751553751.28924, 1751553751.3824477, 1751553751.4784229, 1751553751.5713594, 1751553751.670687, 1751553751.766017, 1751553751.8626192, 1751553751.9580855, 1751553752.0547228, 1751553752.154863, 1751553752.2572024, 1751553752.3575752, 1751553752.4600837, 1751553752.5606034, 1751553752.6609414, 1751553752.762488, 1751553752.8632166]"
1071,464,607,"[1751553753.269468, 1751553753.3555093, 1751553753.3565087, 1751553753.5092108, 1751553753.5992444, 1751553753.6900856, 1751553753.7814267, 1751553753.873362, 1751553753.9623656, 1751553754.0545743, 1751553754.145975, 1751553754.237559, 1751553754.3276684, 1751553754.4191134, 1751553754.5104635, 1751553754.6007986, 1751553754.6924543, 1751553754.7833245, 1751553754.8729453, 1751553754.964261, 1751553755.0554621, 1751553755.1462634, 1751553755.2374477, 1751553755.328216, 1751553755.4188979, 1751553755.5101178, 1751553755.6003888, 1751553755.7019012, 1751553755.7945054, 1751553755.883862, 1751553755.9739172, 1751553756.0647857, 1751553756.154422, 1751553756.246276, 1751553756.338131, 1751553756.430842, 1751553756.5194304, 1751553756.6112268, 1751553756.7053673, 1751553756.798194, 1751553756.892776, 1751553756.984002, 1751553757.072747, 1751553757.167002, 1751553757.260015, 1751553757.3529358, 1751553757.447175, 1751553757.5420637, 1751553757.6384356, 1751553757.7357836, 1751553757.8328397, 1751553757.92811, 1751553758.0212772, 1751553758.1163194, 1751553758.2090113, 1751553758.306606, 1751553758.4032085, 1751553758.5003295]"
1423,104,1319,"[1751553758.9140975, 1751553759.0148609, 1751553759.0157444, 1751553759.2539706, 1751553759.3455493, 1751553759.4371703, 1751553759.526822, 1751553759.618702, 1751553759.7073233, 1751553759.7913642, 1751553759.8804348, 1751553759.9725683, 1751553760.0633893]"
967,272,695,"[1751553760.4675338, 1751553760.5576973, 1751553760.5596623, 1751553760.7030046, 1751553760.7926614, 1751553760.883142, 1751553760.9749427, 1751553761.064686, 1751553761.1541133, 1751553761.245608, 1751553761.3363566, 1751553761.4286137, 1751553761.5209591, 1751553761.61043, 1751553761.7000477, 1751553761.7901874, 1751553761.8820782, 1751553761.9738564, 1751553762.0639095, 1751553762.1560307, 1751553762.2465646, 1751553762.3382409, 1751553762.4280818, 1751553762.5202787, 1751553762.6103933, 1751553762.7028077, 1751553762.7920935, 1751553762.8838181, 1751553762.9742708, 1751553763.0649612, 1751553763.1569972, 1751553763.2499163, 1751553763.3378537, 1751553763.4290383]"
1487,192,1295,"[1751553763.7992914, 1751553763.908723, 1751553763.9100652, 1751553764.139232, 1751553764.2262304, 1751553764.313889, 1751553764.4046934, 1751553764.4957752, 1751553764.5870788, 1751553764.6795907, 1751553764.7704043, 1751553764.8605464, 1751553764.9528093, 1751553765.0433085, 1751553765.1339583, 1751553765.224658, 1751553765.3160822, 1751553765.4073, 1751553765.4981973, 1751553765.5894012, 1751553765.679566, 1751553765.7713263, 1751553765.861716, 1751553765.9526377]"
2839,512,2327,"[1751553766.3194232, 1751553766.4158115, 1751553766.4169736, 1751553766.7814984, 1751553766.8699744, 1751553766.9586985, 1751553767.0442057, 1751553767.1351862, 1751553767.2234623, 1751553767.3143466, 1751553767.404262, 1751553767.4952068, 1751553767.5874965, 1751553767.6779218, 1751553767.7637029, 1751553767.851285, 1751553767.941849, 1751553768.032974, 1751553768.1237254, 1751553768.2152722, 1751553768.3060496, 1751553768.3971245, 1751553768.4865022, 1751553768.5782115, 1751553768.6679754, 1751553768.76027, 1751553768.8483915, 1751553768.9392703, 1751553769.0316205, 1751553769.123082, 1751553769.219307, 1751553769.3185132, 1751553769.4091399, 1751553769.499057, 1751553769.5869553, 1751553769.6796641, 1751553769.7690384, 1751553769.8602278, 1751553769.9502614, 1751553770.0414217, 1751553770.134623, 1751553770.2239923, 1751553770.3260179, 1751553770.4193907, 1751553770.51366, 1751553770.6084893, 1751553770.7050793, 1751553770.7987077, 1751553770.89164, 1751553770.988869, 1751553771.0858073, 1751553771.1807277, 1751553771.2776597, 1751553771.3724709, 1751553771.465739, 1751553771.5618985, 1751553771.6574843, 1751553771.7544475, 1751553771.8514512, 1751553771.9485412, 1751553772.0472283, 1751553772.1493838, 1751553772.2455282, 1751553772.3420815]"
